index,repr. distance,fine distance,cluster,closest cluster,location error (m),neighbour
152.0,0.5318684758687455,92.46654656800608,3.0,1.0,0.1200807155375087,1.0
153.0,0.5378823383275775,94.81304906596664,3.0,1.0,0.0498923417870922,0.0
154.0,0.5158805644895443,88.63204877654488,3.0,1.0,0.0,0.0
155.0,0.5262835356267754,93.05041492760557,3.0,1.0,0.04632484807314507,0.0
156.0,0.5527236180383164,98.67343824004794,3.0,1.0,0.09820937609006578,0.0
157.0,0.5425719877449738,87.24066355600979,3.0,1.0,0.09870698753887705,0.0
158.0,0.5286581416509348,77.9255238649939,3.0,1.0,0.04359990940357541,0.0
159.0,0.5490236838799927,74.85089945602337,3.0,1.0,0.0,0.0
160.0,0.5770968947437793,81.89572292236902,3.0,1.0,0.06434661160465274,0.0
161.0,0.6127172117922686,88.08203085086454,3.0,1.0,0.11470696146703561,0.0
162.0,0.6210066854769689,82.9351585949547,3.0,1.0,0.10661100825430712,0.0
163.0,0.6153905841257123,66.77430603232204,3.0,1.0,0.07810245481417298,0.0
164.0,0.5837602534316273,56.47369879689424,3.0,1.0,0.0,0.0
165.0,0.5765440833717961,56.494709329889936,3.0,1.0,0.0524078444987007,0.0
166.0,0.5772869772399392,62.063830989739564,3.0,1.0,0.10424790590222902,0.0
167.0,0.5806349500079191,58.70568406035403,3.0,1.0,0.15532121650952946,1.0
168.0,0.6196748837617951,80.75379181437512,9.0,0.0,3.5065629649679755,48.0
169.0,0.6192976714317509,83.79529728015943,49.0,0.0,14.190386298575316,349.0
170.0,0.5500560126123002,80.65817067128575,49.0,0.0,14.684376181069764,358.0
171.0,0.5598723835183731,86.22514694397334,31.0,0.0,4.808675358943875,114.0
172.0,0.5782777703429394,85.48530815682284,31.0,0.0,4.767932049062885,115.0
173.0,0.5720513612991214,85.459721120879,31.0,0.0,4.742502567244956,116.0
174.0,0.5581954221679908,86.7411856025837,31.0,0.0,4.719461730520759,116.0
175.0,0.5728152753170348,88.74484556160509,31.0,0.0,3.446862667813297,64.0
176.0,0.5860389608223537,95.52311282334291,31.0,0.0,3.415862545628263,65.0
177.0,0.6185067612980388,90.20292710479893,0.0,0.0,3.2270335479391905,52.0
178.0,0.6799281979435359,99.40098777720783,0.0,0.0,3.203089203522906,52.0
179.0,0.6419454188971065,75.91272501797772,3.0,1.0,0.0,0.0
180.0,0.6466310072091563,92.74626867409857,3.0,1.0,0.05130504315367068,0.0
181.0,0.6407678142864977,100.0,3.0,0.0,5.305409302619355,126.0
182.0,0.6041138149044756,96.71202493522165,41.0,0.0,0.5877436081158177,4.0
183.0,0.5988377456405359,97.92309175055925,41.0,0.0,0.5312455114313909,4.0
184.0,0.59955254294639,100.0,41.0,0.0,5.2886757420096195,126.0
185.0,0.5977372374043406,100.0,41.0,0.0,5.2711479881514425,126.0
186.0,0.5946306377715195,95.85965045657723,41.0,0.0,0.4099798516220038,3.0
187.0,0.6041571887063539,95.78809340391783,41.0,0.0,0.363851956588116,2.0
188.0,0.5627438815751165,79.6922561142651,41.0,1.0,0.06417908688973364,0.0
189.0,0.5818150183230337,76.32147727751935,41.0,1.0,0.0,0.0
190.0,0.5880008583608713,80.33221256357118,41.0,1.0,0.06462488283161533,0.0
191.0,0.5988829773776347,88.69819605922835,41.0,1.0,0.10652489831020712,0.0
192.0,0.5981964040081318,89.54167170493085,41.0,1.0,0.10600618253668043,0.0
193.0,0.5918671806949676,83.95397474052969,41.0,1.0,0.05740880219966288,0.0
194.0,0.586026167953912,84.7590416239232,41.0,1.0,0.0,0.0
195.0,0.5854765685660155,83.25127142527967,41.0,1.0,0.07624675920981785,0.0
196.0,0.5575563301330375,84.4119608636643,41.0,1.0,0.1258718620899841,1.0
197.0,0.5499035183882378,86.22128585710105,41.0,1.0,0.11516798016810016,1.0
198.0,0.5609068934984646,91.7064493662944,41.0,1.0,0.04848197794026159,0.0
199.0,0.5609139256777214,89.81609157918889,41.0,1.0,0.0,0.0
200.0,0.5764070310191267,94.38753164598332,41.0,1.0,0.04984818982671264,0.0
201.0,0.5585821528756448,95.59573645421939,41.0,1.0,0.10202227364649315,0.0
202.0,0.5436148053267684,90.19943495428531,41.0,1.0,0.09181995162817273,0.0
203.0,0.5462789030584403,89.19548873553153,41.0,1.0,0.04887784202478645,0.0
204.0,0.533802821440917,79.1775275565254,41.0,1.0,0.0,0.0
205.0,0.5327131709785269,85.00877357912968,41.0,1.0,0.048708037221797736,0.0
206.0,0.5482262624206015,94.18216622479233,41.0,1.0,0.1257334758009978,0.0
207.0,0.5268218869654047,92.48809642402499,41.0,1.0,0.08696860371996318,0.0
208.0,0.537270752196825,88.25978430612531,41.0,1.0,0.03224407897583679,0.0
209.0,0.5514913830016391,84.14989620595644,41.0,1.0,0.0,0.0
210.0,0.5465949075579775,88.5981373273275,41.0,1.0,0.035018423722378116,0.0
211.0,0.548100931405223,92.8508719738788,41.0,1.0,0.07812843452290585,0.0
212.0,0.5974259429802016,99.20707427652111,41.0,1.0,0.10487591503295676,1.0
213.0,0.6004042021326834,85.43790895318936,41.0,1.0,0.054032539566450044,1.0
214.0,0.6199584654597416,78.07677704604659,41.0,1.0,0.0,0.0
215.0,0.6480780522591785,90.18359498029277,41.0,1.0,0.037108357670476426,0.0
216.0,0.6814378106797726,100.0,41.0,0.0,5.43937860567363,115.0
217.0,0.6942501856474121,100.0,28.0,0.0,5.43714126741958,115.0
218.0,0.7135148008368639,100.0,47.0,0.0,5.437337471910677,115.0
219.0,0.6938305249322775,74.52047816560996,41.0,1.0,0.0,0.0
220.0,0.6729795875135371,100.0,33.0,0.0,5.427150124916944,113.0
221.0,0.67667448880563,100.0,33.0,0.0,5.39844256743313,113.0
222.0,0.6678199888511673,100.0,33.0,0.0,5.378131174051541,113.0
223.0,0.6487733670974964,92.77533782360024,41.0,1.0,0.03903087532966705,0.0
224.0,0.6431563845725733,79.39594364907137,41.0,1.0,0.0,0.0
225.0,0.6593302453110335,98.59378239780617,41.0,1.0,0.05043477234012259,0.0
226.0,0.6659866382109896,100.0,43.0,0.0,5.300456049863728,111.0
227.0,0.627016364204519,96.53304583620807,43.0,1.0,0.07524440032321349,0.0
228.0,0.6189279026389229,83.48309889456173,43.0,1.0,0.03058937988910546,0.0
229.0,0.6040658744549658,77.49438610570425,43.0,1.0,0.0,0.0
230.0,0.5808901079345261,82.82021326851839,43.0,1.0,0.04793208699816856,0.0
231.0,0.5536857123095165,89.59042123737825,43.0,1.0,0.07918989594638945,0.0
232.0,0.4914816814663939,88.5973396688024,43.0,1.0,0.10220242018660813,0.0
233.0,0.47352444553064377,85.04794090246423,43.0,1.0,0.04892030585554437,0.0
234.0,0.41855629084804735,76.29499348154799,43.0,1.0,0.0,0.0
235.0,0.35994291753128294,76.84709535957246,43.0,1.0,0.08373300473528941,2.0
236.0,0.3137106702656899,69.65853937590053,43.0,1.0,0.03173811186885575,1.0
237.0,0.3161579686265328,70.860690203943,43.0,1.0,0.005182742131343163,3.0
238.0,0.31986161593951257,72.57873185109366,43.0,1.0,0.008844287704501675,3.0
239.0,0.31485230115263263,72.87332255615844,43.0,1.0,0.004950205349275836,3.0
240.0,0.31602062494054994,72.02272653674513,43.0,1.0,0.0035100360397009233,3.0
241.0,0.31928964096897494,71.64647878361973,43.0,1.0,0.0035100360397009233,3.0
242.0,0.3054041337501956,71.33596702540302,43.0,1.0,0.0018195785226254677,1.0
243.0,0.3181873030302165,71.78124957260185,43.0,1.0,0.0027110708216494485,2.0
244.0,0.32073820032848366,70.68718507921228,43.0,1.0,0.002630306826208427,2.0
245.0,0.3142451831790487,70.1422745850904,43.0,1.0,0.0024360262724360915,2.0
246.0,0.31881783840939437,71.2244623786876,43.0,1.0,0.0024360262724360915,2.0
247.0,0.3271560377975561,73.69615101454546,43.0,1.0,0.0023327087259229612,2.0
248.0,0.31797520507929466,70.8389183899418,43.0,1.0,0.0019167454186717508,2.0
249.0,0.32066988897642934,71.98471923842995,43.0,1.0,0.0015479344301356586,1.0
250.0,0.3243887405767676,72.19585267401366,43.0,1.0,0.0018553301592972363,1.0
251.0,0.32076743590466883,71.64543779729745,43.0,1.0,0.0007093010644285149,0.0
252.0,0.3224543497745497,72.06493345624668,43.0,1.0,0.0007767959835110342,0.0
253.0,0.31751849325653236,72.71480429929103,43.0,1.0,0.0007767959835110342,0.0
254.0,0.32218580251828954,72.29087009867717,43.0,1.0,0.003054456743841584,3.0
255.0,0.3232768538541212,72.9517324686523,43.0,1.0,0.0027458013402281802,2.0
256.0,0.31777278876987947,70.9489105291367,43.0,1.0,0.0023907456995668217,2.0
257.0,0.32045123653672125,72.5319695490053,43.0,1.0,0.0023126662102427894,2.0
258.0,0.32023024176734916,71.54128926449712,43.0,1.0,0.0012116620816048764,0.0
259.0,0.31503721005667307,70.64478399811385,43.0,1.0,0.0,0.0
260.0,0.3146854299344213,70.73903749502975,43.0,1.0,0.0015311394449890204,0.0
261.0,0.32012492180812935,71.51438886921947,43.0,1.0,0.0017250150723982654,0.0
262.0,0.3183396223286675,71.02665925509409,43.0,1.0,0.0016993601737124758,0.0
263.0,0.3262845006292745,71.04979747534402,43.0,1.0,0.006101765400275667,3.0
264.0,0.35548205165279945,73.69306178156931,43.0,1.0,0.0,0.0
265.0,0.41523250521819577,76.92528210742019,43.0,1.0,0.022409367550200947,0.0
266.0,0.5558469956165447,92.97979166500807,43.0,1.0,0.10565271624052029,6.0
267.0,0.5666551444760262,73.17283015973166,43.0,1.0,0.06477230538586676,0.0
268.0,0.5939529473261829,65.62826702129993,43.0,1.0,0.032883121323864596,0.0
269.0,0.6104265638080767,62.55601372866205,43.0,1.0,0.0,0.0
270.0,0.6147357181020994,62.31935713041704,43.0,1.0,0.021539950440983262,0.0
271.0,0.6162471857620224,68.34571412389528,43.0,1.0,0.04554775621257331,0.0
272.0,0.6056163821183638,69.76142392256442,43.0,1.0,0.0684312884286128,1.0
273.0,0.6137793425488747,70.35609438698309,43.0,1.0,0.03324424324601157,0.0
274.0,0.6406156667483125,67.42013265384233,43.0,1.0,0.0,0.0
275.0,0.6533017527802505,71.24024608345265,43.0,1.0,0.040894311609318126,0.0
276.0,0.6827331360966938,84.77412720852651,43.0,1.0,0.06708967930315379,0.0
277.0,0.6712597053686339,100.0,14.0,0.0,4.874595905579558,103.0
278.0,0.6340262255933695,86.22189212240936,28.0,1.0,0.028951639418174437,0.0
279.0,0.5867858851996299,70.62572748585907,28.0,1.0,0.0,0.0
280.0,0.6034348367371247,78.8041469205574,28.0,1.0,0.038838235348686696,0.0
281.0,0.5989053960655037,91.3107025747609,28.0,1.0,0.07915777896075644,0.0
282.0,0.596511434355063,81.43090239889436,28.0,1.0,0.09626900187495448,0.0
283.0,0.602867743820157,74.94400823441786,28.0,1.0,0.05477940534544009,0.0
284.0,0.5986676363831741,67.02553810669362,28.0,1.0,0.0,0.0
285.0,0.6249874014687293,78.04163860631834,28.0,1.0,0.0399304245532146,0.0
286.0,0.6483241793107308,94.56503454387433,28.0,0.0,0.0763073665185741,0.0
287.0,0.6278905594833775,88.88703515636989,28.0,1.0,0.04995280064220623,0.0
288.0,0.6315993779054764,76.78246733710955,28.0,1.0,0.018882309710414127,0.0
289.0,0.6219193371013694,67.85202036914374,28.0,1.0,0.0,0.0
290.0,0.6465543272878984,75.81739057607908,28.0,1.0,0.016545138409816477,0.0
291.0,0.6591959875106117,92.15097856100793,47.0,0.0,16.801659787137755,414.0
292.0,0.698167739918764,99.21820356904522,28.0,0.0,0.3479015518591429,3.0
293.0,0.6248066202721483,74.37884069183772,28.0,1.0,0.03064329737479349,0.0
294.0,0.6382631387867281,71.54143074947677,28.0,1.0,0.0,0.0
295.0,0.6104359622254516,74.7423136504074,28.0,1.0,0.018057581704092787,0.0
296.0,0.6182462746541049,82.86520403239801,28.0,1.0,0.06634791105227063,0.0
297.0,0.5935991506079398,82.39194979442404,28.0,1.0,0.098013717652174,0.0
298.0,0.5832248552561586,82.86877381108646,28.0,1.0,0.03656418199549949,0.0
299.0,0.5848094986772939,71.32782334402772,28.0,1.0,0.0,0.0
300.0,0.6158256789550755,85.24298955870377,28.0,1.0,0.03801554934497166,0.0
301.0,0.6356139933598207,90.13947405479546,28.0,1.0,0.10539537940536119,1.0
302.0,0.6409678804251588,82.89599311138788,28.0,1.0,0.06981578948203646,0.0
303.0,0.6360261935746769,75.17354933203237,28.0,1.0,0.03553116385653607,0.0
304.0,0.6560961769233429,76.80727147462572,1.0,0.0,17.231117999847424,472.0
305.0,0.6621571340848722,78.25518365613341,1.0,0.0,17.194836903073114,472.0
306.0,0.6523660454476558,72.5602689667435,1.0,1.0,17.179214609000756,472.0
307.0,0.6550359061556073,68.31157372833383,1.0,0.0,17.142665932998696,472.0
308.0,0.6439529275819219,68.73285771659056,1.0,0.0,17.10533166085785,472.0
309.0,0.6336742965100408,66.33507924960338,1.0,0.0,17.069147089397642,472.0
310.0,0.615147848527007,68.0391601010428,1.0,0.0,17.03457113646225,472.0
311.0,0.6205744555884919,70.29696111204493,1.0,0.0,17.152067900016284,474.0
312.0,0.6076084617125348,70.83788933515233,1.0,0.0,16.957138576453104,472.0
313.0,0.6119598285869459,70.35245311722106,1.0,0.0,16.92135774391553,472.0
314.0,0.6259297273975435,72.8227145727304,1.0,0.0,16.87744328035695,472.0
315.0,0.6276763151813631,73.96865156163678,1.0,0.0,16.837985537064966,472.0
316.0,0.6365440562292632,75.50029367079614,1.0,0.0,16.786526276168185,472.0
317.0,0.6374421525658289,74.16788717046808,1.0,0.0,16.751523888017623,472.0
318.0,0.646570226159691,79.38539321542056,22.0,0.0,17.317165692450626,482.0
319.0,0.6485260032636164,69.81851824020121,48.0,1.0,0.0,0.0
320.0,0.6504546365765687,81.81598257629646,22.0,0.0,17.222822004598257,482.0
321.0,0.6455817037950351,74.54432694505863,48.0,1.0,0.083181555605795,0.0
322.0,0.6379503605017447,83.33428139608404,22.0,0.0,17.14245132623978,482.0
323.0,0.6798059573109259,82.13932758300217,22.0,0.0,16.59417987951637,473.0
324.0,0.6307274967120505,75.36256079864735,48.0,1.0,0.0,0.0
325.0,0.5813942560600796,71.22088441460234,48.0,1.0,0.11944217893608583,2.0
326.0,0.6118523904629274,70.00772673970226,48.0,1.0,0.08156111338744686,2.0
327.0,0.597478166157738,67.84932678931678,48.0,1.0,0.045391627355713886,0.0
328.0,0.5985835253144789,66.51818975664796,48.0,1.0,0.01792650398153539,0.0
329.0,0.6157301808928711,76.93117247175786,29.0,0.0,12.77724440448992,351.0
330.0,0.5910294084382431,75.23715939912027,29.0,0.0,12.742623261220155,351.0
331.0,0.5630721707005364,73.40132018986148,29.0,0.0,12.713088714482959,352.0
332.0,0.5688103085297418,74.79134359459299,29.0,0.0,12.643554548317889,350.0
333.0,0.5731645905369949,75.49681058099621,29.0,0.0,12.614133577222375,349.0
334.0,0.5817761623559697,76.75918120343516,29.0,0.0,12.651310339571392,355.0
335.0,0.5455643071959523,76.1885790197486,29.0,0.0,12.582145164788475,352.0
336.0,0.5646402612789043,68.32842052428155,48.0,1.0,0.12243593910286309,2.0
337.0,0.5945979868588944,65.13002445254553,48.0,1.0,0.0828546712503284,1.0
338.0,0.565585007486004,79.43976154011987,29.0,0.0,12.44903473070796,352.0
339.0,0.5722204185947164,84.36633776882499,29.0,0.0,12.448142027311306,354.0
340.0,0.5431643252851437,64.86856604609397,48.0,1.0,0.04460288297856988,0.0
341.0,0.5398133140120405,66.07542742663645,48.0,1.0,0.06789351347514733,0.0
